Centro,Distrito Centro,Tramo Edad,Proceso,N_demandas
CSS Calahorra,VICÁLVARO,45 - 49,CENTRO BASE ATENC. PERSON. CON DISCAPACIDAD CM,3
CSS Calahorra,VICÁLVARO,45 - 49,COBERTURA NECESIDADES BASICAS,27
CSS Calahorra,VICÁLVARO,45 - 49,DEPENDENCIA CM,1
CSS Calahorra,VICÁLVARO,45 - 49,EDUCACIÓN / CULTURA CM,1
CSS Calahorra,VICÁLVARO,45 - 49,INFORME SOCIAL GENERAL,1
CSS Calahorra,VICÁLVARO,45 - 49,INGRESO MÍNIMO VITAL,4
CSS Calahorra,VICÁLVARO,45 - 49,PENSION NO CONTRIBUTIVA CM,1
CSS Calahorra,VICÁLVARO,45 - 49,RENTA MINÍMA DE INSERCIÓN,3
CSS Calahorra,VICÁLVARO,45 - 49,SALUD Y SEGURIDAD SOCIAL CM,1
CSS Calahorra,VICÁLVARO,45 - 49,SERVICIO DE AYUDA  A DOMICILIO  MAYORES,2
CSS Calahorra,VICÁLVARO,45 - 49,SERVICIO DE AYUDA A DOMICILIO DISCAPACITADOS,1
CSS Calahorra,VICÁLVARO,45 - 49,SERVICIO DE AYUDA A DOMICILIO DISCAPACITADOS EXCEPCIONAL,2
CSS Calahorra,VICÁLVARO,45 - 49,TELEASISTENCIA DISCAPACITADOS DEPENDENCIA,2
CSS Calahorra,VICÁLVARO,45 - 49,TRABAJO Y EMPLEO,15
CSS Calahorra,VICÁLVARO,45 - 49,VIVIENDA,7
CSS Calahorra,VICÁLVARO,50 - 54,ACTIVIDADES DE OCIO Y TIEMPO LIBRE,6
CSS Calahorra,VICÁLVARO,50 - 54,ACTIVIDADES PREVENTIVAS DE ESP. NECESIDAD MENORES,3
CSS Calahorra,VICÁLVARO,50 - 54,APOYO SOCIOEDUCATIVO Y PRELABORAL ADOLESCENTES (ASPA),1
CSS Calahorra,VICÁLVARO,50 - 54,ASOCIACIONES ONG,1
CSS Calahorra,VICÁLVARO,50 - 54,ATENCIÓN PSICOLOGICA,1
CSS Calahorra,VICÁLVARO,50 - 54,AYUDA ECONÓMICA NECESIDADES BASICAS DE ALIMENTOS,1
CSS Calahorra,VICÁLVARO,50 - 54,AYUDA ECONÓMICA NECESIDADES BASICAS DE ALOJAMIENTO,2
CSS Calahorra,VICÁLVARO,50 - 54,CENTRO BASE ATENC. PERSON. CON DISCAPACIDAD CM,3
CSS Calahorra,VICÁLVARO,50 - 54,CENTRO DE APOYO A LA FAMILIA,1
CSS Calahorra,VICÁLVARO,50 - 54,CENTRO DE ATENCION SOCIAL A MUJERES,1
CSS Calahorra,VICÁLVARO,50 - 54,COBERTURA NECESIDADES BASICAS,28
CSS Calahorra,VICÁLVARO,50 - 54,DEPENDENCIA CM,10
CSS Calahorra,VICÁLVARO,50 - 54,INFORME SOCIAL FISCALIA DE MENORES,1
CSS Calahorra,VICÁLVARO,50 - 54,INFORME SOCIAL GENERAL,1
CSS Calahorra,VICÁLVARO,50 - 54,INGRESO MÍNIMO VITAL,4
CSS Calahorra,VICÁLVARO,50 - 54,PROYECTOS PROPIOS DEL DISTRITO,2
CSS Calahorra,VICÁLVARO,50 - 54,RENTA MINÍMA DE INSERCIÓN,4
CSS Calahorra,VICÁLVARO,50 - 54,SALUD Y SEGURIDAD SOCIAL CM,3
CSS Calahorra,VICÁLVARO,50 - 54,SERVICIO DE AYUDA  A DOMICILIO  MAYORES,8
CSS Calahorra,VICÁLVARO,50 - 54,TELEASISTENCIA DISCAPACITADOS ASP,1
CSS Calahorra,VICÁLVARO,50 - 54,TELEASISTENCIA MAYORES ASP,1
CSS Calahorra,VICÁLVARO,50 - 54,TRABAJO Y EMPLEO,5
CSS Calahorra,VICÁLVARO,50 - 54,TRABAJO Y EMPLEO CM,1
CSS Calahorra,VICÁLVARO,50 - 54,VIVIENDA,7
CSS Calahorra,VICÁLVARO,55 - 59,ACTIVIDADES DE OCIO Y TIEMPO LIBRE,1
CSS Calahorra,VICÁLVARO,55 - 59,APOYO SOCIOEDUCATIVO Y PRELABORAL ADOLESCENTES (ASPA),2
CSS Calahorra,VICÁLVARO,55 - 59,AYUDA COMEDOR ESCOLAR,1
CSS Calahorra,VICÁLVARO,55 - 59,AYUDA ECONÓMICA GASTOS EXCEPCIONALES Y OTROS,1
CSS Calahorra,VICÁLVARO,55 - 59,AYUDA ECONÓMICA NECESIDADES BASICAS DE ALIMENTOS,2
CSS Calahorra,VICÁLVARO,55 - 59,AYUDA ECONÓMICA NECESIDADES BASICAS DE ALOJAMIENTO,2
CSS Calahorra,VICÁLVARO,55 - 59,CENTRO DE APOYO A LA FAMILIA,1
CSS Calahorra,VICÁLVARO,55 - 59,COBERTURA NECESIDADES BASICAS,15
CSS Calahorra,VICÁLVARO,55 - 59,DEPENDENCIA CM,8
CSS Calahorra,VICÁLVARO,55 - 59,INGRESO MÍNIMO VITAL,6
CSS Calahorra,VICÁLVARO,55 - 59,PENSION NO CONTRIBUTIVA CM,1
CSS Calahorra,VICÁLVARO,55 - 59,RENTA MINÍMA DE INSERCIÓN,3
CSS Calahorra,VICÁLVARO,55 - 59,SALUD Y SEGURIDAD SOCIAL CM,5
CSS Calahorra,VICÁLVARO,55 - 59,SERVICIO AYUDA A DOMICILIO DISCAPACITADOS DEPENDENCIA,1
CSS Calahorra,VICÁLVARO,55 - 59,TELEASISTENCIA DISCAPACITADOS DEPENDENCIA,1
CSS Calahorra,VICÁLVARO,55 - 59,TRABAJO Y EMPLEO,14
CSS Calahorra,VICÁLVARO,55 - 59,TRABAJO Y EMPLEO CM,1
CSS Calahorra,VICÁLVARO,55 - 59,VIVIENDA,9
CSS Calahorra,VICÁLVARO,55 - 59,VIVIENDA CM,1
CSS Calahorra,VICÁLVARO,60 - 64,ASOCIACIONES ONG,1
CSS Calahorra,VICÁLVARO,60 - 64,AYUDA ECONÓMICA NECESIDADES BASICAS DE ALIMENTOS,1
CSS Calahorra,VICÁLVARO,60 - 64,AYUDA ECONÓMICA NECESIDADES BASICAS DE ALOJAMIENTO,1
CSS Calahorra,VICÁLVARO,60 - 64,CENTRO ATENCIÓN PERSONAS SIN HOGAR / PUE,1
CSS Calahorra,VICÁLVARO,60 - 64,CENTRO BASE ATENC. PERSON. CON DISCAPACIDAD CM,2
CSS Calahorra,VICÁLVARO,60 - 64,COBERTURA NECESIDADES BASICAS,13
CSS Calahorra,VICÁLVARO,60 - 64,DEPENDENCIA CM,19
CSS Calahorra,VICÁLVARO,60 - 64,INGRESO MÍNIMO VITAL,2
CSS Calahorra,VICÁLVARO,60 - 64,PROYECTOS PROPIOS DEL DISTRITO,2
CSS Calahorra,VICÁLVARO,60 - 64,RENTA MINÍMA DE INSERCIÓN,2
CSS Calahorra,VICÁLVARO,60 - 64,RESIDENCIA TEMPORAL MAYORES CM,2
CSS Calahorra,VICÁLVARO,60 - 64,SALUD Y SEGURIDAD SOCIAL CM,8
CSS Calahorra,VICÁLVARO,60 - 64,SERVICIO DE AYUDA  A DOMICILIO  MAYORES,1
CSS Calahorra,VICÁLVARO,60 - 64,TELEASISTENCIA MAYORES ASP,1
CSS Calahorra,VICÁLVARO,60 - 64,TRABAJO Y EMPLEO,4
CSS Calahorra,VICÁLVARO,60 - 64,VIVIENDA,5
CSS Calahorra,VICÁLVARO,65 - 69,AYUDA ECONÓMICA COMEDOR PARA MAYORES,1
CSS Calahorra,VICÁLVARO,65 - 69,AYUDA PAGO NECESIDADES DE ALOJAMIENTO,1
CSS Calahorra,VICÁLVARO,65 - 69,CENTRO DE DÍA DEPENDENCIA (ENFERMOS DE ALZHEIMER U OTRAS DEMENCIAS),1
CSS Calahorra,VICÁLVARO,65 - 69,CENTROS MUNICIPALES MAYORES,2
CSS Calahorra,VICÁLVARO,65 - 69,COBERTURA NECESIDADES BASICAS,10
CSS Calahorra,VICÁLVARO,65 - 69,DEPENDENCIA CM,4
CSS Calahorra,VICÁLVARO,65 - 69,INGRESO MÍNIMO VITAL,1
CSS Calahorra,VICÁLVARO,65 - 69,OFICINA MUNICIPAL DE INFORMACIÓN Y ORIENTACION PARA POBLACION INMIGRANTE,1
CSS Calahorra,VICÁLVARO,65 - 69,PENSION NO CONTRIBUTIVA CM,6
CSS Calahorra,VICÁLVARO,65 - 69,SALUD Y SEGURIDAD SOCIAL CM,2
CSS Calahorra,VICÁLVARO,65 - 69,SERVICIO DE AYUDA  A DOMICILIO  MAYORES,7
CSS Calahorra,VICÁLVARO,65 - 69,TELEASISTENCIA MAYORES ASP,6
CSS Calahorra,VICÁLVARO,65 - 69,TRABAJO Y EMPLEO,1
CSS Calahorra,VICÁLVARO,65 - 69,VIVIENDA,1
CSS Calahorra,VICÁLVARO,70 - 74,AYUDA ECONÓMICA NECESIDADES BASICAS DE ALOJAMIENTO,1
CSS Calahorra,VICÁLVARO,70 - 74,AYUDA ECONÓMICA PEQUEÑAS REPARACIONES DE VIVIENDA HABITUAL Y AYUDAS TÉCNICAS,1
CSS Calahorra,VICÁLVARO,70 - 74,CAMA ARTICULADA,1
CSS Calahorra,VICÁLVARO,70 - 74,CENTRO ATENCIÓN PERSONAS SIN HOGAR / PUE,1
CSS Calahorra,VICÁLVARO,70 - 74,CENTRO DE DÍA (PERSONAS CON DETERIORO FÍSICO  O RELACIONAL),1
CSS Calahorra,VICÁLVARO,70 - 74,CENTROS MUNICIPALES MAYORES,1
CSS Calahorra,VICÁLVARO,70 - 74,COBERTURA NECESIDADES BASICAS,4
CSS Calahorra,VICÁLVARO,70 - 74,COMIDA A DOMICILIO,2
CSS Calahorra,VICÁLVARO,70 - 74,DEPENDENCIA CM,11
CSS Calahorra,VICÁLVARO,70 - 74,PENSION NO CONTRIBUTIVA CM,1
CSS Calahorra,VICÁLVARO,70 - 74,SALUD Y SEGURIDAD SOCIAL CM,2
CSS Calahorra,VICÁLVARO,70 - 74,SERV. ATENCIÓN MUJERES MALTRATADAS (SAVD),1
CSS Calahorra,VICÁLVARO,70 - 74,SERVICIO DE AYUDA  A DOMICILIO  MAYORES,13
CSS Calahorra,VICÁLVARO,70 - 74,TELEASISTENCIA MAYORES ASP,13
CSS Calahorra,VICÁLVARO,70 - 74,VIVIENDA,3
CSS Calahorra,VICÁLVARO,75 - 79,AYUDA ECONÓMICA PEQUEÑAS REPARACIONES DE VIVIENDA HABITUAL Y AYUDAS TÉCNICAS,2
CSS Calahorra,VICÁLVARO,75 - 79,CENTRO DE DÍA (ENFERMOS DE ALZHEIMER U OTRAS DEMENCIAS),4
CSS Calahorra,VICÁLVARO,75 - 79,CENTRO DE DÍA (PERSONAS CON DETERIORO FÍSICO  O RELACIONAL),1
CSS Calahorra,VICÁLVARO,75 - 79,CENTRO DE DÍA DEPENDENCIA (ENFERMOS DE ALZHEIMER U OTRAS DEMENCIAS),4
CSS Calahorra,VICÁLVARO,75 - 79,CENTRO DE DÍA DEPENDENCIA (PERSONAS CON DETERIORO FÍSICO O RELACIONAL),2
CSS Calahorra,VICÁLVARO,75 - 79,CENTROS MUNICIPALES MAYORES,1
CSS Calahorra,VICÁLVARO,75 - 79,COBERTURA NECESIDADES BASICAS,3
CSS Calahorra,VICÁLVARO,75 - 79,COMIDA A DOMICILIO,2
CSS Calahorra,VICÁLVARO,75 - 79,DEPENDENCIA CM,40
CSS Calahorra,VICÁLVARO,75 - 79,PENSION NO CONTRIBUTIVA CM,1
CSS Calahorra,VICÁLVARO,75 - 79,PISOS TUTELADOS MAYORES CM,1
CSS Calahorra,VICÁLVARO,75 - 79,PROYECTOS PROPIOS DEL DISTRITO,1
CSS Calahorra,VICÁLVARO,75 - 79,RESIDENCIA TEMPORAL MAYORES CM,2
CSS Calahorra,VICÁLVARO,75 - 79,SERVICIO DE AYUDA  A DOMICILIO  MAYORES,54
CSS Calahorra,VICÁLVARO,75 - 79,SERVICIO DE AYUDA A DOMICILIO MAYORES EXCEPCIONAL,2
CSS Calahorra,VICÁLVARO,75 - 79,TELEASISTENCIA MAYORES ASP,32
CSS Calahorra,VICÁLVARO,75 - 79,VIVIENDA,2
CSS Calahorra,VICÁLVARO,80 - 84,AYUDA ECONÓMICA PEQUEÑAS REPARACIONES DE VIVIENDA HABITUAL Y AYUDAS TÉCNICAS,2
CSS Calahorra,VICÁLVARO,80 - 84,AYUDAS ACONDICIONAMIENTO GERIATRICO,1
CSS Calahorra,VICÁLVARO,80 - 84,CENTRO DE DÍA (ENFERMOS DE ALZHEIMER U OTRAS DEMENCIAS),7
CSS Calahorra,VICÁLVARO,80 - 84,CENTRO DE DÍA DEPENDENCIA (ENFERMOS DE ALZHEIMER U OTRAS DEMENCIAS),1
CSS Calahorra,VICÁLVARO,80 - 84,CENTRO DE DÍA DEPENDENCIA (PERSONAS CON DETERIORO FÍSICO O RELACIONAL),1
CSS Calahorra,VICÁLVARO,80 - 84,CENTROS MUNICIPALES MAYORES,2
CSS Calahorra,VICÁLVARO,80 - 84,COBERTURA NECESIDADES BASICAS,1
CSS Calahorra,VICÁLVARO,80 - 84,COMIDA A DOMICILIO,1
CSS Calahorra,VICÁLVARO,80 - 84,DEPENDENCIA CM,54
CSS Calahorra,VICÁLVARO,80 - 84,PENSION NO CONTRIBUTIVA CM,1
CSS Calahorra,VICÁLVARO,80 - 84,PENSIONES CONTRIBUTIVAS CM,1
CSS Calahorra,VICÁLVARO,80 - 84,SALUD Y SEGURIDAD SOCIAL CM,4
CSS Calahorra,VICÁLVARO,80 - 84,SERVICIO AYUDA A DOMICILIO MAYORES DEPENDENCIA,3
CSS Calahorra,VICÁLVARO,80 - 84,SERVICIO DE AYUDA  A DOMICILIO  MAYORES,59
CSS Calahorra,VICÁLVARO,80 - 84,SERVICIO DE AYUDA A DOMICILIO DISCAPACITADOS EXCEPCIONAL,1
CSS Calahorra,VICÁLVARO,80 - 84,SERVICIO DE AYUDA A DOMICILIO MAYORES EXCEPCIONAL,3
CSS Calahorra,VICÁLVARO,80 - 84,TELEASISTENCIA DISCAPACITADOS ASP,1
CSS Calahorra,VICÁLVARO,80 - 84,TELEASISTENCIA MAYORES ASP,52
CSS Calahorra,VICÁLVARO,80 - 84,TELEASISTENCIA MAYORES DEPENDENCIA,1
CSS Calahorra,VICÁLVARO,>=85,CENTRO DE DÍA (ENFERMOS DE ALZHEIMER U OTRAS DEMENCIAS),3
CSS Calahorra,VICÁLVARO,>=85,CENTRO DE DÍA (PERSONAS CON DETERIORO FÍSICO  O RELACIONAL),4
CSS Calahorra,VICÁLVARO,>=85,CENTRO DE DÍA DEPENDENCIA (PERSONAS CON DETERIORO FÍSICO O RELACIONAL),1
CSS Calahorra,VICÁLVARO,>=85,COBERTURA NECESIDADES BASICAS,2
CSS Calahorra,VICÁLVARO,>=85,COMIDA A DOMICILIO,1
CSS Calahorra,VICÁLVARO,>=85,DEPENDENCIA CM,70
CSS Calahorra,VICÁLVARO,>=85,RESIDENCIA (MAYORES CON DETERIORO FÍSICO O RELACIONAL) ,1
CSS Calahorra,VICÁLVARO,>=85,RESIDENCIA (MAYORES ENFERMOS ALZHEIMER U OTRAS DEMENCIAS),1
CSS Calahorra,VICÁLVARO,>=85,RESIDENCIA TEMPORAL MAYORES CM,7
CSS Calahorra,VICÁLVARO,>=85,SERVICIO AYUDA A DOMICILIO MAYORES DEPENDENCIA,2
CSS Calahorra,VICÁLVARO,>=85,SERVICIO DE AYUDA  A DOMICILIO  MAYORES,57
CSS Calahorra,VICÁLVARO,>=85,SERVICIO DE AYUDA A DOMICILIO MAYORES EXCEPCIONAL,1
CSS Calahorra,VICÁLVARO,>=85,TELEASISTENCIA MAYORES ASP,27
CSS Calahorra,VICÁLVARO,>=85,TELEASISTENCIA MAYORES DEPENDENCIA,2
CSS Concepción Arenal,HORTALEZA, ,ACOGIMIENTO FAMILIAR MAYORES CM,1
CSS Concepción Arenal,HORTALEZA, ,ACTIVIDADES DE OCIO Y TIEMPO LIBRE,2
CSS Concepción Arenal,HORTALEZA, ,ACTIVIDADES PREVENTIVAS DE ESP. NECESIDAD MENORES,14
CSS Concepción Arenal,HORTALEZA, ,AGENTES DE IGUALDAD,5
CSS Concepción Arenal,HORTALEZA, ,APARTAMENTOS MUNICIPALES DE MAYORES,3
CSS Concepción Arenal,HORTALEZA, ,APOYO SOCIOEDUCATIVO Y PRELABORAL ADOLESCENTES (ASPA),6
CSS Concepción Arenal,HORTALEZA, ,ASOCIACIONES ONG,25
CSS Concepción Arenal,HORTALEZA, ,ATENCIÓN PSICOLOGICA,20
CSS Concepción Arenal,HORTALEZA, ,AYUDA COMEDOR ESCOLAR,51
CSS Concepción Arenal,HORTALEZA, ,AYUDA ECONÓMICA ACTIVIDADES PREVENTIVAS PARA MENORES,2
CSS Concepción Arenal,HORTALEZA, ,AYUDA ECONÓMICA COMEDOR ESCOLAR,55
CSS Concepción Arenal,HORTALEZA, ,AYUDA ECONÓMICA ESCUELA INFANTIL,27
CSS Concepción Arenal,HORTALEZA, ,AYUDA ECONÓMICA GASTOS EXCEPCIONALES Y OTROS,14
CSS Concepción Arenal,HORTALEZA, ,AYUDA ECONÓMICA NECESIDADES BASICAS DE ALIMENTOS,591
CSS Concepción Arenal,HORTALEZA, ,AYUDA ECONÓMICA NECESIDADES BASICAS DE ALOJAMIENTO,29
CSS Concepción Arenal,HORTALEZA, ,AYUDA ECONÓMICA PEQUEÑAS REPARACIONES DE VIVIENDA HABITUAL Y AYUDAS TÉCNICAS,6
CSS Concepción Arenal,HORTALEZA, ,AYUDA PAGO NECESIDADES DE ALOJAMIENTO,2
CSS Concepción Arenal,HORTALEZA, ,AYUDAS ACONDICIONAMIENTO GERIATRICO,13
CSS Concepción Arenal,HORTALEZA, ,BECAS COMEDOR ESCOLAR CM,12
CSS Concepción Arenal,HORTALEZA, ,CAMA ARTICULADA,25
CSS Concepción Arenal,HORTALEZA, ,CENTRO ATENCIÓN PERSONAS SIN HOGAR / PUE,1
CSS Concepción Arenal,HORTALEZA, ,CENTRO BASE ATENC. PERSON. CON DISCAPACIDAD CM,24
CSS Concepción Arenal,HORTALEZA, ,CENTRO DE APOYO A LA FAMILIA,2
CSS Concepción Arenal,HORTALEZA, ,CENTRO DE ATENCION INFANCIA (CAI),5
CSS Concepción Arenal,HORTALEZA, ,CENTRO DE ATENCION SOCIAL A MUJERES,1
CSS Concepción Arenal,HORTALEZA, ,CENTRO DE DIA PARA MENORES (CRUZ ROJA),7
CSS Concepción Arenal,HORTALEZA, ,CENTRO DE DÍA (ENFERMOS DE ALZHEIMER U OTRAS DEMENCIAS),57
CSS Concepción Arenal,HORTALEZA, ,CENTRO DE DÍA (PERSONAS CON DETERIORO FÍSICO  O RELACIONAL),37
CSS Concepción Arenal,HORTALEZA, ,CENTRO DE DÍA DEPENDENCIA (ENFERMOS DE ALZHEIMER U OTRAS DEMENCIAS),39
CSS Concepción Arenal,HORTALEZA, ,CENTRO DE DÍA DEPENDENCIA (PERSONAS CON DETERIORO FÍSICO O RELACIONAL),17
CSS Concepción Arenal,HORTALEZA, ,CENTRO DE MAYORES CM,1
CSS Concepción Arenal,HORTALEZA, ,CENTRO DE ORIENTACION LABORAL MUJERES,1
CSS Concepción Arenal,HORTALEZA, ,CENTROS ABIERTOS ,27
CSS Concepción Arenal,HORTALEZA, ,CENTROS ESCOLARES CM,3
CSS Concepción Arenal,HORTALEZA, ,CENTROS MUNICIPALES MAYORES,1
CSS Concepción Arenal,HORTALEZA, ,COBERTURA NECESIDADES BASICAS,7
CSS Concepción Arenal,HORTALEZA, ,COMIDA A DOMICILIO,60
CSS Concepción Arenal,HORTALEZA, ,CUIDAR A QUIENES CUIDAN,7
CSS Concepción Arenal,HORTALEZA, ,CURSOS Y ACTIVIDADES DE FORMACIÓN,1
CSS Concepción Arenal,HORTALEZA, ,DEPENDENCIA CM,755
CSS Concepción Arenal,HORTALEZA, ,EDUCACIÓN / CULTURA CM,9
CSS Concepción Arenal,HORTALEZA, ,EDUCADOR SOCIAL,20
CSS Concepción Arenal,HORTALEZA, ,ESTANCIA TEMP. C. OCUPACIONAL PERSO. DISCAPACIDAD FIS. Y/O SENS. CM,1
CSS Concepción Arenal,HORTALEZA, ,GRÚA,10
CSS Concepción Arenal,HORTALEZA, ,GUARDA ORDINARIA,1
CSS Concepción Arenal,HORTALEZA, ,INFORME DE DERIVACION Y PROPUESTA (MENORES),2
CSS Concepción Arenal,HORTALEZA, ,INFORME DERIVACION GENERAL,5
CSS Concepción Arenal,HORTALEZA, ,INFORME SOCIAL FISCALIA DE MENORES,4
CSS Concepción Arenal,HORTALEZA, ,INFORME SOCIAL FISCALIA INCAPACITACIONES DE ADULTOS,1
CSS Concepción Arenal,HORTALEZA, ,INFORME SOCIAL GENERAL,1
CSS Concepción Arenal,HORTALEZA, ,INFORME SOCIAL JUZGADOS INSTRUCCION,2
CSS Concepción Arenal,HORTALEZA, ,INGRESO MÍNIMO VITAL,81
CSS Concepción Arenal,HORTALEZA, ,OFICINA MUNICIPAL DE INFORMACIÓN Y ORIENTACION PARA POBLACION INMIGRANTE,4
CSS Concepción Arenal,HORTALEZA, ,PENSION NO CONTRIBUTIVA CM,10
CSS Concepción Arenal,HORTALEZA, ,PENSION NO CONTRIBUTIVA INVALIDEZ,2
CSS Concepción Arenal,HORTALEZA, ,PISOS MUJER CON RESP. NO COMPARTIDAS CM,1
CSS Concepción Arenal,HORTALEZA, ,PISOS TUTELADOS MAYORES CM,8
CSS Concepción Arenal,HORTALEZA, ,PROG. AT. MAYORES VULNERABLES: AISLAMIENTO SOCIAL,1
CSS Concepción Arenal,HORTALEZA, ,PROG. AT. MAYORES VULNERABLES: NEGLIGENCIA Y MALTRATO PSICO MAYORES,3
CSS Concepción Arenal,HORTALEZA, ,PROGRAMA COORDINACION SOCIO-SANITARIA,1
CSS Concepción Arenal,HORTALEZA, ,PROYECTOS PROPIOS DEL DISTRITO,42
CSS Concepción Arenal,HORTALEZA, ,RENTA MINÍMA DE INSERCIÓN,88
CSS Concepción Arenal,HORTALEZA, ,RESIDENCIA (MAYORES CON DETERIORO FÍSICO O RELACIONAL) ,13
CSS Concepción Arenal,HORTALEZA, ,RESIDENCIA (MAYORES ENFERMOS ALZHEIMER U OTRAS DEMENCIAS),11
CSS Concepción Arenal,HORTALEZA, ,RESIDENCIA DEPENDENCIA (MAYORES ENFERMOS ALZHEIMER U OTRAS DEMENCIAS),12
CSS Concepción Arenal,HORTALEZA, ,RESIDENCIA MAYORES AUTONOMOS CM,2
CSS Concepción Arenal,HORTALEZA, ,RESIDENCIA MAYORES DE EMERGENCIA SOCIAL,4
CSS Concepción Arenal,HORTALEZA, ,RESIDENCIA PRIVADA MAYORES,2
CSS Concepción Arenal,HORTALEZA, ,RESIDENCIA TEMPORAL MAYORES CM,18
CSS Concepción Arenal,HORTALEZA, ,RESPIRO FAMILIAR/FIN DE SEMANA / C.DÍA,9
CSS Concepción Arenal,HORTALEZA, ,SALUD Y SEGURIDAD SOCIAL CM,17
CSS Concepción Arenal,HORTALEZA, ,SERCAF MENORES,46
CSS Concepción Arenal,HORTALEZA, ,SERV. ATENCIÓN MUJERES MALTRATADAS (SAVD),4
CSS Concepción Arenal,HORTALEZA, ,SERVICIO  FISIOTERAPIA PREVENTIVA,5
CSS Concepción Arenal,HORTALEZA, ,SERVICIO AYUDA A DOMICILIO DISCAPACITADOS DEPENDENCIA,8
CSS Concepción Arenal,HORTALEZA, ,SERVICIO AYUDA A DOMICILIO MAYORES DEPENDENCIA,225
CSS Concepción Arenal,HORTALEZA, ,SERVICIO DE AYUDA  A DOMICILIO  MAYORES,473
CSS Concepción Arenal,HORTALEZA, ,SERVICIO DE AYUDA A DOMICILIO DISCAPACITADOS,15
CSS Concepción Arenal,HORTALEZA, ,SERVICIO DE AYUDA A DOMICILIO DISCAPACITADOS EXCEPCIONAL,1
CSS Concepción Arenal,HORTALEZA, ,SERVICIO DE AYUDA A DOMICILIO MAYORES EXCEPCIONAL,12
CSS Concepción Arenal,HORTALEZA, ,TELEASISTENCIA DISCAPACITADOS ASP,1
CSS Concepción Arenal,HORTALEZA, ,TELEASISTENCIA DISCAPACITADOS DEPENDENCIA,4
CSS Concepción Arenal,HORTALEZA, ,TELEASISTENCIA MAYORES ASP,87
CSS Concepción Arenal,HORTALEZA, ,TELEASISTENCIA MAYORES DEPENDENCIA,25
CSS Concepción Arenal,HORTALEZA, ,TRABAJO Y EMPLEO,42
CSS Concepción Arenal,HORTALEZA, ,TRABAJO Y EMPLEO CM,2
CSS Concepción Arenal,HORTALEZA, ,TUTELA ADULTOS CM,1
CSS Concepción Arenal,HORTALEZA, ,TUTELA ORDINARIA                               ,1
CSS Concepción Arenal,HORTALEZA, ,VIVIENDA,59
CSS Concepción Arenal,HORTALEZA, ,VIVIENDA CM,44
CSS Concepción Arenal,HORTALEZA, ,VOLUNTARIOS CM,2
CSS Concepción Arenal,HORTALEZA,0 - 3,DEPENDENCIA CM,1
CSS Concepción Arenal,HORTALEZA,0 - 3,VIVIENDA,1
CSS Concepción Arenal,HORTALEZA,0 - 3,VIVIENDA CM,1
CSS Concepción Arenal,HORTALEZA,12 - 17,CENTRO DE APOYO A LA FAMILIA,1
CSS Concepción Arenal,HORTALEZA,12 - 17,CENTRO DE ATENCION INFANCIA (CAI),1
CSS Concepción Arenal,HORTALEZA,12 - 17,DEPENDENCIA CM,3
CSS Concepción Arenal,HORTALEZA,12 - 17,EDUCADOR SOCIAL,2
CSS Concepción Arenal,HORTALEZA,18 - 24,ASOCIACIONES ONG,6
CSS Concepción Arenal,HORTALEZA,18 - 24,AYUDA ECONÓMICA ESCUELA INFANTIL,2
CSS Concepción Arenal,HORTALEZA,18 - 24,AYUDA ECONÓMICA NECESIDADES BASICAS DE ALIMENTOS,6
CSS Concepción Arenal,HORTALEZA,18 - 24,COBERTURA NECESIDADES BASICAS,8
CSS Concepción Arenal,HORTALEZA,18 - 24,COMEDOR SOCIAL CM,1
CSS Concepción Arenal,HORTALEZA,18 - 24,DEPENDENCIA CM,19
CSS Concepción Arenal,HORTALEZA,18 - 24,INFORME DERIVACION GENERAL,2
CSS Concepción Arenal,HORTALEZA,18 - 24,INGRESO MÍNIMO VITAL,2
CSS Concepción Arenal,HORTALEZA,18 - 24,OFICINA MUNICIPAL DE INFORMACIÓN Y ORIENTACION PARA POBLACION INMIGRANTE,3
CSS Concepción Arenal,HORTALEZA,18 - 24,RENTA MINÍMA DE INSERCIÓN,3
CSS Concepción Arenal,HORTALEZA,18 - 24,SALUD Y SEGURIDAD SOCIAL CM,1
CSS Concepción Arenal,HORTALEZA,18 - 24,SERV. ATENCIÓN MUJERES MALTRATADAS (SAVD),1
CSS Concepción Arenal,HORTALEZA,25 - 29,ARRAIGO SOCIAL  ,2
CSS Concepción Arenal,HORTALEZA,25 - 29,ASOCIACIONES ONG,4
CSS Concepción Arenal,HORTALEZA,25 - 29,AYUDA ECONÓMICA NECESIDADES BASICAS DE ALIMENTOS,1
CSS Concepción Arenal,HORTALEZA,25 - 29,CENTRO BASE ATENC. PERSON. CON DISCAPACIDAD CM,1
CSS Concepción Arenal,HORTALEZA,25 - 29,CENTRO DE APOYO A LA FAMILIA,2
CSS Concepción Arenal,HORTALEZA,25 - 29,COBERTURA NECESIDADES BASICAS,8
CSS Concepción Arenal,HORTALEZA,25 - 29,DEPENDENCIA CM,2
CSS Concepción Arenal,HORTALEZA,25 - 29,EDUCACIÓN / CULTURA CM,2
CSS Concepción Arenal,HORTALEZA,25 - 29,INFORME DERIVACION GENERAL,3
CSS Concepción Arenal,HORTALEZA,25 - 29,INFORME SOCIAL JUZGADOS INSTRUCCION,1
CSS Concepción Arenal,HORTALEZA,25 - 29,INGRESO MÍNIMO VITAL,1
CSS Concepción Arenal,HORTALEZA,25 - 29,RENTA MINÍMA DE INSERCIÓN,4
